date,confirmed,deaths,recovered,region
2020-05-03,789,2,113,Тамбовская область
2020-05-04,842,2,114,Тамбовская область
2020-05-05,909,2,125,Тамбовская область
2020-05-06,971,2,134,Тамбовская область
2020-05-07,1046,2,156,Тамбовская область
2020-05-08,1131,2,189,Тамбовская область
2020-05-09,1221,2,250,Тамбовская область
2020-05-10,1312,2,279,Тамбовская область
2020-05-11,1403,2,293,Тамбовская область
2020-05-12,1483,2,314,Тамбовская область
2020-05-13,1568,3,358,Тамбовская область
2020-05-14,1654,3,435,Тамбовская область
2020-05-15,1737,3,471,Тамбовская область
2020-05-16,1819,4,503,Тамбовская область
2020-05-17,1902,4,523,Тамбовская область
2020-05-18,1984,4,544,Тамбовская область
2020-05-19,2069,4,574,Тамбовская область
2020-05-20,2154,5,635,Тамбовская область
2020-05-21,2238,5,682,Тамбовская область
2020-05-22,2321,5,761,Тамбовская область
2020-05-23,2400,5,794,Тамбовская область
2020-05-24,2475,6,838,Тамбовская область
2020-05-25,2547,6,845,Тамбовская область
2020-05-26,2622,6,886,Тамбовская область
2020-05-27,2699,6,921,Тамбовская область
2020-05-28,2772,7,990,Тамбовская область
2020-05-29,2845,7,1030,Тамбовская область
2020-05-30,2916,7,1088,Тамбовская область
2020-05-31,2983,7,1133,Тамбовская область
2020-06-01,3047,7,1176,Тамбовская область
2020-06-02,3110,8,1221,Тамбовская область
2020-06-03,3175,8,1272,Тамбовская область
2020-06-04,3242,8,1405,Тамбовская область
2020-06-05,3307,8,1443,Тамбовская область
2020-06-06,3371,8,1474,Тамбовская область
2020-06-07,3439,8,1517,Тамбовская область
2020-06-08,3504,8,1534,Тамбовская область
2020-06-09,3569,8,1611,Тамбовская область
2020-06-10,3636,8,1677,Тамбовская область
2020-06-11,3704,8,1753,Тамбовская область
2020-06-12,3770,10,1788,Тамбовская область
2020-06-13,3834,10,1823,Тамбовская область
2020-06-14,3897,10,1847,Тамбовская область
2020-06-15,3962,10,1874,Тамбовская область
2020-06-16,4026,12,1964,Тамбовская область
2020-06-17,4088,12,2037,Тамбовская область
2020-06-18,4152,12,2094,Тамбовская область
2020-06-19,4210,14,2197,Тамбовская область
2020-06-20,4265,15,2246,Тамбовская область
2020-06-21,4318,15,2287,Тамбовская область
2020-06-22,4368,15,2306,Тамбовская область
2020-06-23,4413,15,2396,Тамбовская область
2020-06-24,4457,17,2492,Тамбовская область
2020-06-25,4503,17,2513,Тамбовская область
2020-06-26,4548,17,2558,Тамбовская область
2020-06-27,4592,19,2627,Тамбовская область
2020-06-28,4637,19,2710,Тамбовская область
2020-06-29,4681,19,2775,Тамбовская область
2020-06-30,4727,19,2880,Тамбовская область
2020-07-01,4772,19,2930,Тамбовская область
2020-07-02,4816,19,2961,Тамбовская область
2020-07-03,4859,19,3031,Тамбовская область
2020-07-04,4901,19,3162,Тамбовская область
2020-07-05,4944,19,3200,Тамбовская область
2020-07-06,4988,19,3229,Тамбовская область
2020-07-07,5030,19,3359,Тамбовская область
2020-07-08,5073,19,3418,Тамбовская область
2020-07-09,5114,19,3545,Тамбовская область
2020-07-10,5157,19,3604,Тамбовская область
2020-07-11,5199,19,3681,Тамбовская область
2020-07-12,5239,19,3698,Тамбовская область
2020-07-13,5280,19,3714,Тамбовская область
2020-07-14,5320,21,3827,Тамбовская область
2020-07-15,5361,28,3987,Тамбовская область
2020-07-16,5401,28,4076,Тамбовская область
2020-07-17,5443,30,4160,Тамбовская область
2020-07-18,5484,30,4216,Тамбовская область
2020-07-19,5524,30,4248,Тамбовская область
2020-07-20,5566,30,4257,Тамбовская область
2020-07-21,5607,30,4382,Тамбовская область
2020-07-22,5649,30,4459,Тамбовская область
2020-07-23,5689,30,4505,Тамбовская область
2020-07-24,5728,30,4556,Тамбовская область
2020-07-25,5766,30,4593,Тамбовская область
2020-07-26,5805,30,4602,Тамбовская область
2020-07-27,5842,30,4609,Тамбовская область
2020-07-28,5878,30,4712,Тамбовская область
2020-07-29,5926,30,4768,Тамбовская область
2020-07-30,5959,30,4790,Тамбовская область
2020-07-31,5990,30,4862,Тамбовская область
2020-08-01,6019,30,4890,Тамбовская область
2020-08-02,6047,30,4890,Тамбовская область
2020-08-03,6075,30,4933,Тамбовская область
2020-08-04,6103,30,4967,Тамбовская область
2020-08-05,6130,36,4988,Тамбовская область
2020-08-06,6157,36,5018,Тамбовская область
2020-08-07,6184,36,5052,Тамбовская область
2020-08-08,6210,37,5098,Тамбовская область
2020-08-09,6236,37,5107,Тамбовская область
2020-08-10,6261,37,5113,Тамбовская область
2020-08-11,6286,37,5142,Тамбовская область
2020-08-12,6311,43,5238,Тамбовская область
2020-08-13,6336,44,5275,Тамбовская область
2020-08-14,6360,44,5299,Тамбовская область
2020-08-15,6384,44,5320,Тамбовская область
2020-08-16,6408,44,5322,Тамбовская область
2020-08-17,6432,44,5326,Тамбовская область
2020-08-18,6455,44,5375,Тамбовская область
2020-08-19,6477,44,5414,Тамбовская область
2020-08-20,6499,44,5435,Тамбовская область
2020-08-21,6521,44,5512,Тамбовская область
2020-08-22,6543,44,5570,Тамбовская область
2020-08-23,6565,44,5574,Тамбовская область
2020-08-24,6587,44,5589,Тамбовская область
2020-08-25,6610,44,5604,Тамбовская область
2020-08-26,6633,45,5643,Тамбовская область
2020-08-27,6655,45,5705,Тамбовская область
2020-08-28,6678,45,5739,Тамбовская область
2020-08-29,6701,45,5759,Тамбовская область
2020-08-30,6726,45,5764,Тамбовская область
2020-08-31,6751,45,5773,Тамбовская область
2020-09-01,6776,45,5868,Тамбовская область
2020-09-02,6801,45,5903,Тамбовская область
2020-09-03,6827,45,5927,Тамбовская область
2020-09-04,6853,45,5976,Тамбовская область
2020-09-05,6879,45,6033,Тамбовская область
2020-09-06,6905,45,6036,Тамбовская область
2020-09-07,6931,45,6045,Тамбовская область
2020-09-08,6958,46,6091,Тамбовская область
2020-09-09,6985,46,6115,Тамбовская область
2020-09-10,7012,46,6175,Тамбовская область
2020-09-11,7039,46,6198,Тамбовская область
2020-09-12,7067,46,6223,Тамбовская область
2020-09-13,7095,46,6246,Тамбовская область
2020-09-14,7124,46,6246,Тамбовская область
2020-09-15,7153,46,6255,Тамбовская область
2020-09-16,7184,46,6290,Тамбовская область
2020-09-17,7217,46,6332,Тамбовская область
2020-09-18,7252,46,6366,Тамбовская область
2020-09-19,7288,46,6392,Тамбовская область
2020-09-20,7324,46,6393,Тамбовская область
2020-09-21,7362,46,6395,Тамбовская область
2020-09-22,7400,46,6474,Тамбовская область
2020-09-23,7439,46,6512,Тамбовская область
2020-09-24,7478,46,6529,Тамбовская область
2020-09-25,7518,46,6543,Тамбовская область
2020-09-26,7558,46,6589,Тамбовская область
2020-09-27,7599,46,6591,Тамбовская область
2020-09-28,7641,46,6603,Тамбовская область
2020-09-29,7683,46,6649,Тамбовская область
2020-09-30,7726,46,6679,Тамбовская область
2020-10-01,7771,46,6723,Тамбовская область
2020-10-02,7817,46,6740,Тамбовская область
2020-10-03,7865,46,6761,Тамбовская область
2020-10-04,7914,46,6769,Тамбовская область
2020-10-05,7964,46,6774,Тамбовская область
2020-10-06,8016,46,6811,Тамбовская область
2020-10-07,8069,46,6833,Тамбовская область
2020-10-08,8124,46,6868,Тамбовская область
2020-10-09,8182,46,6904,Тамбовская область
2020-10-10,8243,46,6928,Тамбовская область
2020-10-11,8305,46,6934,Тамбовская область
2020-10-12,8368,46,6942,Тамбовская область
2020-10-13,8432,46,7000,Тамбовская область
2020-10-14,8497,46,7041,Тамбовская область
2020-10-15,8564,46,7075,Тамбовская область
2020-10-16,8632,46,7103,Тамбовская область
2020-10-17,8701,46,7129,Тамбовская область
2020-10-18,8771,46,7163,Тамбовская область
2020-10-19,8843,46,7180,Тамбовская область
2020-10-20,8911,46,7266,Тамбовская область
2020-10-21,9006,46,7309,Тамбовская область
2020-10-22,9082,46,7349,Тамбовская область
2020-10-23,9158,46,7377,Тамбовская область
2020-10-24,9236,46,7453,Тамбовская область
2020-10-25,9316,46,7485,Тамбовская область
2020-10-26,9398,46,7504,Тамбовская область
2020-10-27,9483,46,7561,Тамбовская область
2020-10-28,9570,49,7601,Тамбовская область
2020-10-29,9660,50,7679,Тамбовская область
2020-10-30,9752,50,7751,Тамбовская область
2020-10-31,9845,50,7808,Тамбовская область
2020-11-01,9940,50,7845,Тамбовская область
2020-11-02,10036,51,7875,Тамбовская область
2020-11-03,10134,52,7966,Тамбовская область
2020-11-04,10233,54,8040,Тамбовская область
2020-11-05,10333,55,8092,Тамбовская область
2020-11-06,10435,55,8178,Тамбовская область
2020-11-07,10538,56,8410,Тамбовская область
2020-11-08,10643,56,8451,Тамбовская область
2020-11-09,10750,57,8491,Тамбовская область
2020-11-10,10858,58,8684,Тамбовская область
2020-11-11,10967,63,8814,Тамбовская область
2020-11-12,11077,65,8860,Тамбовская область
2020-03-22,3,0,0,Пермский край
2020-03-23,3,0,0,Пермский край
2020-03-24,3,0,0,Пермский край
2020-03-25,5,0,0,Пермский край
2020-03-26,10,0,0,Пермский край
2020-03-27,10,0,0,Пермский край
2020-03-28,11,0,0,Пермский край
2020-03-29,11,0,0,Пермский край
2020-03-30,13,0,0,Пермский край
2020-03-31,13,0,0,Пермский край
2020-04-01,13,0,0,Пермский край
2020-04-02,20,1,1,Пермский край
2020-04-03,21,2,3,Пермский край
2020-04-04,21,2,3,Пермский край
2020-04-05,21,2,3,Пермский край
2020-04-06,21,2,3,Пермский край
2020-04-07,32,2,5,Пермский край
2020-04-08,32,2,6,Пермский край
2020-04-09,41,3,6,Пермский край
2020-04-10,45,3,6,Пермский край
2020-04-11,45,3,15,Пермский край
2020-04-12,60,3,15,Пермский край
2020-04-13,60,3,15,Пермский край
2020-04-14,87,3,16,Пермский край
2020-04-15,114,3,16,Пермский край
2020-04-16,132,3,19,Пермский край
2020-04-17,144,3,19,Пермский край
2020-04-18,170,3,21,Пермский край
2020-04-19,198,3,27,Пермский край
2020-04-20,215,3,30,Пермский край
2020-04-21,237,3,30,Пермский край
2020-04-22,266,3,37,Пермский край
2020-04-23,287,4,43,Пермский край
2020-04-24,318,4,48,Пермский край
2020-04-25,373,4,52,Пермский край
2020-04-26,434,4,52,Пермский край
2020-04-27,454,4,61,Пермский край
2020-04-28,471,4,67,Пермский край
2020-04-29,481,5,87,Пермский край
2020-04-30,500,7,91,Пермский край
2020-05-01,524,7,95,Пермский край
2020-05-02,556,9,161,Пермский край
2020-05-03,595,9,166,Пермский край
2020-05-04,630,9,207,Пермский край
2020-05-05,648,9,218,Пермский край
2020-05-06,673,9,218,Пермский край
2020-05-07,699,10,282,Пермский край
2020-05-08,719,10,333,Пермский край
2020-05-09,735,11,385,Пермский край
2020-05-10,743,11,391,Пермский край
2020-05-11,753,11,401,Пермский край
2020-05-12,781,12,413,Пермский край
2020-05-13,829,12,467,Пермский край
2020-05-14,871,12,504,Пермский край
2020-05-15,921,13,540,Пермский край
2020-05-16,973,13,589,Пермский край
2020-05-17,1024,13,589,Пермский край
2020-05-18,1073,13,589,Пермский край
2020-05-19,1125,13,600,Пермский край
2020-05-20,1178,13,600,Пермский край
2020-05-21,1226,13,619,Пермский край
2020-05-22,1277,13,677,Пермский край
2020-05-23,1324,14,706,Пермский край
2020-05-24,1367,14,756,Пермский край
2020-05-25,1410,14,792,Пермский край
2020-05-26,1451,16,826,Пермский край
2020-05-27,1495,19,892,Пермский край
2020-05-28,1539,19,943,Пермский край
2020-05-29,1586,20,1004,Пермский край
2020-05-30,1656,20,1042,Пермский край
2020-05-31,1713,20,1053,Пермский край
2020-06-01,1782,20,1063,Пермский край
2020-06-02,1839,22,1147,Пермский край
2020-06-03,1911,22,1221,Пермский край
2020-06-04,1962,26,1266,Пермский край
2020-06-05,2011,27,1321,Пермский край
2020-06-06,2067,28,1360,Пермский край
2020-06-07,2135,28,1370,Пермский край
2020-06-08,2202,28,1394,Пермский край
2020-06-09,2267,28,1474,Пермский край
2020-06-10,2360,30,1533,Пермский край
2020-06-11,2434,32,1634,Пермский край
2020-06-12,2506,38,1689,Пермский край
2020-06-13,2580,38,1705,Пермский край
2020-06-14,2687,38,1749,Пермский край
2020-06-15,2755,39,1763,Пермский край
2020-06-16,2805,49,1812,Пермский край
2020-06-17,2872,51,1894,Пермский край
2020-06-18,2937,54,1931,Пермский край
2020-06-19,3001,62,2071,Пермский край
2020-06-20,3069,63,2140,Пермский край
2020-06-21,3136,66,2163,Пермский край
2020-06-22,3202,66,2173,Пермский край
2020-06-23,3266,66,2325,Пермский край
2020-06-24,3355,72,2448,Пермский край
2020-06-25,3416,76,2533,Пермский край
2020-06-26,3474,78,2594,Пермский край
2020-06-27,3529,78,2661,Пермский край
2020-06-28,3581,78,2671,Пермский край
2020-06-29,3637,78,2679,Пермский край
2020-06-30,3691,78,2701,Пермский край
2020-07-01,3743,78,2728,Пермский край
2020-07-02,3801,78,2800,Пермский край
2020-07-03,3857,80,2928,Пермский край
2020-07-04,3911,80,2931,Пермский край
2020-07-05,3964,80,2935,Пермский край
2020-07-06,4017,85,2945,Пермский край
2020-07-07,4069,86,2976,Пермский край
2020-07-08,4155,91,3080,Пермский край
2020-07-09,4225,91,3199,Пермский край
2020-07-10,4282,91,3310,Пермский край
2020-07-11,4342,95,3326,Пермский край
2020-07-12,4403,96,3340,Пермский край
2020-07-13,4474,96,3366,Пермский край
2020-07-14,4543,97,3487,Пермский край
2020-07-15,4618,97,3618,Пермский край
2020-07-16,4705,100,3719,Пермский край
2020-07-17,4803,103,3808,Пермский край
2020-07-18,4893,107,3917,Пермский край
2020-07-19,4982,107,3935,Пермский край
2020-07-20,5069,108,3956,Пермский край
2020-07-21,5142,109,4051,Пермский край
2020-07-22,5211,113,4073,Пермский край
2020-07-23,5283,123,4090,Пермский край
2020-07-24,5354,131,4101,Пермский край
2020-07-25,5429,137,4116,Пермский край
2020-07-26,5502,137,4130,Пермский край
2020-07-27,5578,139,4143,Пермский край
2020-07-28,5651,141,4158,Пермский край
2020-07-29,5722,150,4211,Пермский край
2020-07-30,5794,150,4226,Пермский край
2020-07-31,5864,166,4267,Пермский край
2020-08-01,5933,166,4309,Пермский край
2020-08-02,6018,166,4342,Пермский край
2020-08-03,6088,166,4372,Пермский край
2020-08-04,6159,167,4415,Пермский край
2020-08-05,6227,169,4458,Пермский край
2020-08-06,6296,173,4507,Пермский край
2020-08-07,6368,175,4565,Пермский край
2020-08-08,6436,175,4613,Пермский край
2020-08-09,6505,175,4647,Пермский край
2020-08-10,6572,175,4683,Пермский край
2020-08-11,6637,177,4722,Пермский край
2020-08-12,6705,179,4768,Пермский край
2020-08-13,6777,182,4810,Пермский край
2020-08-14,6847,182,4851,Пермский край
2020-08-15,6915,184,4900,Пермский край
2020-08-16,6982,186,4931,Пермский край
2020-08-17,7047,188,4988,Пермский край
2020-08-18,7111,190,4995,Пермский край
2020-08-19,7172,192,5038,Пермский край
2020-08-20,7234,194,5088,Пермский край
2020-08-21,7292,196,5129,Пермский край
2020-08-22,7349,197,5174,Пермский край
2020-08-23,7409,198,5205,Пермский край
2020-08-24,7468,199,5232,Пермский край
2020-08-25,7523,202,5274,Пермский край
2020-08-26,7580,203,5314,Пермский край
2020-08-27,7638,206,5355,Пермский край
2020-08-28,7697,209,5395,Пермский край
2020-08-29,7753,211,5439,Пермский край
2020-08-30,7811,213,5478,Пермский край
2020-08-31,7866,215,5478,Пермский край
2020-09-01,7923,215,5537,Пермский край
2020-09-02,7983,215,5580,Пермский край
2020-09-03,8042,215,5623,Пермский край
2020-09-04,8102,217,5665,Пермский край
2020-09-05,8160,220,5712,Пермский край
2020-09-06,8219,221,5724,Пермский край
2020-09-07,8275,221,5761,Пермский край
2020-09-08,8335,224,5817,Пермский край
2020-09-09,8394,227,5848,Пермский край
2020-09-10,8454,230,5899,Пермский край
2020-09-11,8511,232,5933,Пермский край
2020-09-12,8570,234,5944,Пермский край
2020-09-13,8627,236,5996,Пермский край
2020-09-14,8685,238,6027,Пермский край
2020-09-15,8746,240,6069,Пермский край
2020-09-16,8810,242,6112,Пермский край
2020-09-17,8877,244,6155,Пермский край
2020-09-18,8944,246,6199,Пермский край
2020-09-19,9012,248,6244,Пермский край
2020-09-20,9083,250,6286,Пермский край
2020-09-21,9153,253,6326,Пермский край
2020-09-22,9225,255,6371,Пермский край
2020-09-23,9299,258,6417,Пермский край
2020-09-24,9374,261,6463,Пермский край
2020-09-25,9448,264,6508,Пермский край
2020-09-26,9523,269,6556,Пермский край
2020-09-27,9596,272,6596,Пермский край
2020-09-28,9671,274,6639,Пермский край
2020-09-29,9747,277,6685,Пермский край
2020-09-30,9827,279,6733,Пермский край
2020-10-01,9908,282,6783,Пермский край
2020-10-02,9991,285,6836,Пермский край
2020-10-03,10077,288,6890,Пермский край
2020-10-04,10161,290,6933,Пермский край
2020-10-05,10248,292,6973,Пермский край
2020-10-06,10336,297,7028,Пермский край
2020-10-07,10430,301,7081,Пермский край
2020-10-08,10525,305,7133,Пермский край
2020-10-09,10621,309,7194,Пермский край
2020-10-10,10719,314,7264,Пермский край
2020-10-11,10818,317,7333,Пермский край
2020-10-12,10922,321,7386,Пермский край
2020-10-13,11028,325,7460,Пермский край
2020-10-14,11137,328,7535,Пермский край
2020-10-15,11248,333,7612,Пермский край
2020-10-16,11363,337,7686,Пермский край
2020-10-17,11482,342,7762,Пермский край
2020-10-18,11607,346,7837,Пермский край
2020-10-19,11734,350,7912,Пермский край
2020-10-20,11862,355,7993,Пермский край
2020-10-21,11994,359,8072,Пермский край
2020-10-22,12133,362,8154,Пермский край
2020-10-23,12277,367,8241,Пермский край
2020-10-24,12426,371,8331,Пермский край
2020-10-25,12579,375,8418,Пермский край
2020-10-26,12734,380,8507,Пермский край
2020-10-27,12888,384,8600,Пермский край
2020-10-28,13047,387,8691,Пермский край
2020-10-29,13209,392,8785,Пермский край
2020-10-30,13374,396,8881,Пермский край
2020-10-31,13541,402,8983,Пермский край
2020-11-01,13711,406,9082,Пермский край
2020-11-02,13879,409,9178,Пермский край
2020-11-03,14050,414,9283,Пермский край
2020-11-04,14226,417,9398,Пермский край
2020-11-05,14406,421,9500,Пермский край
2020-11-06,14588,424,9626,Пермский край
2020-11-07,14774,429,9779,Пермский край
2020-11-08,14965,433,9882,Пермский край
2020-11-09,15158,437,10027,Пермский край
2020-11-10,15354,443,10194,Пермский край
2020-11-11,15554,447,10365,Пермский край
2020-11-12,15755,453,10538,Пермский край
2020-03-22,3,0,3,Липецкая область
2020-03-23,3,0,3,Липецкая область
2020-03-24,5,0,3,Липецкая область
2020-03-25,5,0,3,Липецкая область
2020-03-26,5,0,3,Липецкая область
2020-03-27,5,0,3,Липецкая область
2020-03-28,8,0,3,Липецкая область
2020-03-29,9,0,3,Липецкая область
2020-03-30,10,0,3,Липецкая область
2020-03-31,10,0,3,Липецкая область
2020-04-01,11,0,3,Липецкая область
2020-04-02,15,0,3,Липецкая область
2020-04-03,18,0,3,Липецкая область
2020-04-04,18,0,3,Липецкая область
2020-04-05,18,0,4,Липецкая область
2020-04-06,26,0,4,Липецкая область
2020-04-07,26,0,4,Липецкая область
2020-04-08,44,0,5,Липецкая область
2020-04-09,48,0,5,Липецкая область
2020-04-10,55,0,9,Липецкая область
2020-04-11,58,0,10,Липецкая область
2020-04-12,63,0,10,Липецкая область
2020-04-13,69,0,10,Липецкая область
2020-04-14,74,0,12,Липецкая область
2020-04-15,85,0,15,Липецкая область
2020-04-16,96,0,22,Липецкая область
2020-04-17,108,0,29,Липецкая область
2020-04-18,129,0,38,Липецкая область
2020-04-19,149,1,48,Липецкая область
2020-04-20,169,1,60,Липецкая область
2020-04-21,189,2,60,Липецкая область
2020-04-22,213,2,62,Липецкая область
2020-04-23,238,2,62,Липецкая область
2020-04-24,263,2,62,Липецкая область
2020-04-25,284,2,64,Липецкая область
2020-04-26,306,2,64,Липецкая область
2020-04-27,330,2,65,Липецкая область
2020-04-28,356,4,65,Липецкая область
2020-04-29,384,2,67,Липецкая область
2020-04-30,415,2,84,Липецкая область
2020-05-01,446,2,89,Липецкая область
2020-05-02,481,2,89,Липецкая область
2020-05-03,520,2,106,Липецкая область
2020-05-04,563,2,109,Липецкая область
2020-05-05,610,2,112,Липецкая область
2020-05-06,656,2,148,Липецкая область
2020-05-07,703,2,148,Липецкая область
2020-05-08,752,2,186,Липецкая область
2020-05-09,801,2,186,Липецкая область
2020-05-10,849,3,186,Липецкая область
2020-05-11,897,3,193,Липецкая область
2020-05-12,944,3,194,Липецкая область
2020-05-13,990,3,207,Липецкая область
2020-05-14,1036,3,234,Липецкая область
2020-05-15,1083,3,258,Липецкая область
2020-05-16,1133,3,287,Липецкая область
2020-05-17,1186,4,309,Липецкая область
2020-05-18,1240,4,310,Липецкая область
2020-05-19,1298,4,318,Липецкая область
2020-05-20,1377,4,341,Липецкая область
2020-05-21,1439,4,382,Липецкая область
2020-05-22,1503,4,443,Липецкая область
2020-05-23,1568,4,463,Липецкая область
2020-05-24,1633,5,534,Липецкая область
2020-05-25,1696,5,539,Липецкая область
2020-05-26,1764,5,546,Липецкая область
2020-05-27,1836,5,588,Липецкая область
2020-05-28,1906,5,641,Липецкая область
2020-05-29,1976,5,674,Липецкая область
2020-05-30,2048,5,715,Липецкая область
2020-05-31,2123,6,718,Липецкая область
2020-06-01,2194,6,724,Липецкая область
2020-06-02,2261,6,742,Липецкая область
2020-06-03,2326,7,789,Липецкая область
2020-06-04,2388,8,835,Липецкая область
2020-06-05,2452,8,892,Липецкая область
2020-06-06,2516,8,938,Липецкая область
2020-06-07,2577,8,994,Липецкая область
2020-06-08,2637,8,1018,Липецкая область
2020-06-09,2697,8,1026,Липецкая область
2020-06-10,2758,8,1092,Липецкая область
2020-06-11,2817,8,1160,Липецкая область
2020-06-12,2878,9,1210,Липецкая область
2020-06-13,2937,9,1270,Липецкая область
2020-06-14,2995,9,1278,Липецкая область
2020-06-15,3053,10,1291,Липецкая область
2020-06-16,3113,10,1319,Липецкая область
2020-06-17,3171,11,1437,Липецкая область
2020-06-18,3228,11,1471,Липецкая область
2020-06-19,3285,11,1527,Липецкая область
2020-06-20,3337,11,1636,Липецкая область
2020-06-21,3388,12,1697,Липецкая область
2020-06-22,3438,12,1715,Липецкая область
2020-06-23,3487,12,1973,Липецкая область
2020-06-24,3536,13,2091,Липецкая область
2020-06-25,3583,13,2186,Липецкая область
2020-06-26,3623,14,2217,Липецкая область
2020-06-27,3663,14,2248,Липецкая область
2020-06-28,3702,15,2299,Липецкая область
2020-06-29,3741,16,2320,Липецкая область
2020-06-30,3779,16,2358,Липецкая область
2020-07-01,3816,16,2409,Липецкая область
2020-07-02,3852,17,2414,Липецкая область
2020-07-03,3888,17,2473,Липецкая область
2020-07-04,3923,18,2561,Липецкая область
2020-07-05,3958,18,2561,Липецкая область
2020-07-06,3992,18,2561,Липецкая область
2020-07-07,4026,18,2676,Липецкая область
2020-07-08,4060,19,2719,Липецкая область
2020-07-09,4093,19,2772,Липецкая область
2020-07-10,4125,19,2813,Липецкая область
2020-07-11,4158,19,2847,Липецкая область
2020-07-12,4190,19,2847,Липецкая область
2020-07-13,4223,19,2856,Липецкая область
2020-07-14,4255,19,2955,Липецкая область
2020-07-15,4287,19,3056,Липецкая область
2020-07-16,4318,19,3173,Липецкая область
2020-07-17,4349,19,3265,Липецкая область
2020-07-18,4374,20,3364,Липецкая область
2020-07-19,4395,20,3364,Липецкая область
2020-07-20,4410,20,3364,Липецкая область
2020-07-21,4423,20,3389,Липецкая область
2020-07-22,4435,20,3425,Липецкая область
2020-07-23,4448,21,3487,Липецкая область
2020-07-24,4460,21,3517,Липецкая область
2020-07-25,4474,21,3548,Липецкая область
2020-07-26,4488,21,3548,Липецкая область
2020-07-27,4499,21,3548,Липецкая область
2020-07-28,4510,22,3558,Липецкая область
2020-07-29,4522,22,3568,Липецкая область
2020-07-30,4536,22,3632,Липецкая область
2020-07-31,4550,22,3647,Липецкая область
2020-08-01,4565,22,3661,Липецкая область
2020-08-02,4578,22,3661,Липецкая область
2020-08-03,4594,22,3661,Липецкая область
2020-08-04,4612,22,3708,Липецкая область
2020-08-05,4631,22,3758,Липецкая область
2020-08-06,4646,22,3788,Липецкая область
2020-08-07,4665,22,3822,Липецкая область
2020-08-08,4682,22,3842,Липецкая область
2020-08-09,4697,22,3844,Липецкая область
2020-08-10,4713,22,3844,Липецкая область
2020-08-11,4731,23,3889,Липецкая область
2020-08-12,4750,23,3963,Липецкая область
2020-08-13,4766,23,4078,Липецкая область
2020-08-14,4783,23,4133,Липецкая область
2020-08-15,4800,23,4205,Липецкая область
2020-08-16,4816,23,4205,Липецкая область
2020-08-17,4834,23,4205,Липецкая область
2020-08-18,4850,24,4265,Липецкая область
2020-08-19,4867,24,4399,Липецкая область
2020-08-20,4883,25,4424,Липецкая область
2020-08-21,4901,25,4443,Липецкая область
2020-08-22,4918,25,4467,Липецкая область
2020-08-23,4934,25,4467,Липецкая область
2020-08-24,4952,25,4467,Липецкая область
2020-08-25,4968,25,4506,Липецкая область
2020-08-26,4985,25,4530,Липецкая область
2020-08-27,5001,26,4562,Липецкая область
2020-08-28,5020,26,4578,Липецкая область
2020-08-29,5041,26,4593,Липецкая область
2020-08-30,5063,26,4593,Липецкая область
2020-08-31,5094,26,4593,Липецкая область
2020-09-01,5125,27,4635,Липецкая область
2020-09-02,5159,27,4650,Липецкая область
2020-09-03,5193,28,4670,Липецкая область
2020-09-04,5225,29,4697,Липецкая область
2020-09-05,5257,30,4721,Липецкая область
2020-09-06,5288,30,4721,Липецкая область
2020-09-07,5318,30,4721,Липецкая область
2020-09-08,5351,30,4759,Липецкая область
2020-09-09,5386,30,4803,Липецкая область
2020-09-10,5423,31,4848,Липецкая область
2020-09-11,5456,32,4875,Липецкая область
2020-09-12,5488,32,4898,Липецкая область
2020-09-13,5518,32,4899,Липецкая область
2020-09-14,5549,34,4903,Липецкая область
2020-09-15,5582,34,4922,Липецкая область
2020-09-16,5616,35,4976,Липецкая область
2020-09-17,5650,35,5038,Липецкая область
2020-09-18,5682,36,5076,Липецкая область
2020-09-19,5715,37,5113,Липецкая область
2020-09-20,5747,37,5116,Липецкая область
2020-09-21,5779,38,5116,Липецкая область
2020-09-22,5812,39,5176,Липецкая область
2020-09-23,5847,41,5202,Липецкая область
2020-09-24,5881,42,5240,Липецкая область
2020-09-25,5915,42,5254,Липецкая область
2020-09-26,5951,42,5312,Липецкая область
2020-09-27,5987,42,5314,Липецкая область
2020-09-28,6024,42,5319,Липецкая область
2020-09-29,6061,42,5400,Липецкая область
2020-09-30,6101,43,5423,Липецкая область
2020-10-01,6143,44,5455,Липецкая область
2020-10-02,6188,46,5477,Липецкая область
2020-10-03,6231,46,5490,Липецкая область
2020-10-04,6275,46,5490,Липецкая область
2020-10-05,6320,46,5491,Липецкая область
2020-10-06,6366,47,5528,Липецкая область
2020-10-07,6414,48,5549,Липецкая область
2020-10-08,6464,49,5578,Липецкая область
2020-10-09,6516,50,5630,Липецкая область
2020-10-10,6568,51,5648,Липецкая область
2020-10-11,6625,51,5652,Липецкая область
2020-10-12,6679,52,5656,Липецкая область
2020-10-13,6735,53,5742,Липецкая область
2020-10-14,6793,54,5785,Липецкая область
2020-10-15,6857,55,5825,Липецкая область
2020-10-16,6924,56,5872,Липецкая область
2020-10-17,6992,57,5931,Липецкая область
2020-10-18,7059,58,5937,Липецкая область
2020-10-19,7130,59,5949,Липецкая область
2020-10-20,7204,60,6012,Липецкая область
2020-10-21,7280,62,6097,Липецкая область
2020-10-22,7358,63,6166,Липецкая область
2020-10-23,7438,64,6233,Липецкая область
2020-10-24,7520,65,6329,Липецкая область
2020-10-25,7604,65,6421,Липецкая область
2020-10-26,7686,66,6440,Липецкая область
2020-10-27,7769,67,6496,Липецкая область
